kosisCode7,hjdongCode8,name
2107066,21070660,문현1동
2107067,21070670,문현2동
2107068,21070680,문현3동
2107069,21070690,문현4동
2108051,21080510,구포1동
2108052,21080520,구포2동
2108053,21080530,구포3동
1104057,11040570,행당2동
2108054,21080540,금곡동
2108055,21080550,화명1동
2108062,21080620,화명2동
2108063,21080630,화명3동
2108056,21080560,덕천1동
2108057,21080570,덕천2동
2108058,21080580,덕천3동
2108059,21080590,만덕1동
2108060,21080600,만덕2동
2108061,21080610,만덕3동
1104058,11040580,응봉동
2109073,21090730,우1동
2109074,21090740,우2동
2109075,21090750,우3동
2109053,21090530,중1동
2109054,21090540,중2동
2109066,21090660,좌1동
2109067,21090670,좌2동
2109068,21090680,좌3동
1104059,11040590,금호1가동
2109069,21090690,좌4동
2109056,21090560,송정동
2109070,21090700,반여1동
2109058,21090580,반여2동
2109059,21090590,반여3동
2109071,21090710,반여4동
2109072,21090720,반송1동
2109062,21090620,반송2동
2109064,21090640,재송1동
1104072,11040720,금호2·3가동
2109065,21090650,재송2동
2110051,21100510,괴정1동
2110052,21100520,괴정2동
2110053,21100530,괴정3동
2110054,21100540,괴정4동
2110055,21100550,당리동
2110056,21100560,하단1동
2110057,21100570,하단2동
2110058,21100580,신평1동
2110059,21100590,신평2동
2110060,21100600,장림1동
2110061,21100610,장림2동
2110062,21100620,다대1동
2110063,21100630,다대2동
2110064,21100640,구평동
2110065,21100650,감천1동
2110066,21100660,감천2동
1104062,11040620,금호4가동
2111051,21110510,서1동
2111052,21110520,서2동
2111072,21110720,서3동
2111073,21110730,금사회동동
2111057,21110570,부곡1동
2111058,21110580,부곡2동
2111059,21110590,부곡3동
2111060,21110600,부곡4동
1104073,11040730,옥수동
2111061,21110610,장전1동
2111074,21110740,장전2동
2111074,21110740,장전2동
2111064,21110640,선두구동
2111067,21110670,청룡노포동
2111068,21110680,남산동
2111069,21110690,구서1동
2111070,21110700,구서2동
2111071,21110710,금성동
2112051,21120510,대저1동
2112052,21120520,대저2동
2112053,21120530,강동동
2112059,21120590,명지1동
2112060,21120600,명지2동
2112055,21120550,가락동
2112056,21120560,녹산동
2112058,21120580,가덕도동
1104065,11040650,성수1가1동
2113051,21130510,거제1동
2113052,21130520,거제2동
2113053,21130530,거제3동
2113054,21130540,거제4동
2113055,21130550,연산1동
2113056,21130560,연산2동
2113057,21130570,연산3동
2113058,21130580,연산4동
2113059,21130590,연산5동
1101054,11010540,삼청동
1104066,11040660,성수1가2동
2113060,21130600,연산6동
2113062,21130620,연산8동
2113063,21130630,연산9동
2114051,21140510,남천1동
2114052,21140520,남천2동
2114053,21140530,수영동
2114054,21140540,망미1동
1104067,11040670,성수2가1동
2114055,21140550,망미2동
2114056,21140560,광안1동
2114057,21140570,광안2동
2114058,21140580,광안3동
2114059,21140590,광안4동
2114060,21140600,민락동
2115051,21150510,삼락동
2115052,21150520,모라1동
1104068,11040680,성수2가3동
2115054,21150540,모라3동
2115055,21150550,덕포1동
2115056,21150560,덕포2동
2115057,21150570,괘법동
2115065,21150650,감전동
2115060,21150600,주례1동
2115061,21150610,주례2동
2115062,21150620,주례3동
1104069,11040690,송정동
2115063,21150630,학장동
2115064,21150640,엄궁동
2131011,21510110,기장읍
2131012,21510120,장안읍
2131031,21510111,일광읍
2131013,21510130,정관읍
2131033,21510330,철마면
1104070,11040700,용답동
2201070,22010700,동인동
2201054,22010540,삼덕동
2201056,22010560,성내1동
2201059,22010590,성내2동
2201061,22010610,성내3동
2201062,22010620,대신동
2201064,22010640,남산1동
2201065,22010650,남산2동
2201066,22010660,남산3동
2201067,22010670,남산4동
2201068,22010680,대봉1동
2201069,22010690,대봉2동
2202051,22020510,신암1동
2202052,22020520,신암2동
2202053,22020530,신암3동
2202054,22020540,신암4동
2202055,22020550,신암5동
2202056,22020560,신천1·2동
2202058,22020580,신천3동
2202059,22020590,신천4동
2202060,22020600,효목1동
2202061,22020610,효목2동
2202062,22020620,도평동
2202063,22020630,불로·봉무동
1105067,11050670,자양4동
2202065,22020650,지저동
2202066,22020660,동촌동
2202068,22020680,방촌동
2202069,22020690,해안동
2202071,22020710,공산동
2202073,22020730,안심1동
2202074,22020740,안심2동
2202076,22020760,안심3동
2203051,22030510,내당1동
2203052,22030520,내당2·3동
2203053,22030530,내당4동
2203054,22030540,비산1동
2203055,22030550,비산2·3동
2203056,22030560,비산4동
2203057,22030570,비산5동
2203058,22030580,비산6동
2203059,22030590,비산7동
2203060,22030600,평리1동
1105053,11050530,화양동
2203061,22030610,평리2동
2203062,22030620,평리3동
2203063,22030630,평리4동
2203064,22030640,평리5동
2203065,22030650,평리6동
2203066,22030660,상중이동
2203068,22030680,원대동
2204051,22040510,이천동
1101055,11010550,부암동
1105054,11050540,군자동
2204053,22040530,봉덕1동
2204054,22040540,봉덕2동
2204055,22040550,봉덕3동
2204056,22040560,대명1동
2204057,22040570,대명2동
2204058,22040580,대명3동
2204059,22040590,대명4동
2204060,22040600,대명5동
2204061,22040610,대명6동
2204064,22040640,대명9동
1105055,11050550,중곡1동
2204065,22040650,대명10동
2204066,22040660,대명11동
2205051,22050510,고성동
2205052,22050520,칠성동
2205055,22050550,침산1동
2205056,22050560,침산2동
2205057,22050570,침산3동
1105056,11050560,중곡2동
2205081,22050810,노원동
2205061,22050610,산격1동
2205062,22050620,산격2동
2205063,22050630,산격3동
2205064,22050640,산격4동
2205065,22050650,복현1동
2205066,22050660,복현2동
2205084,22050840,대현동
1105057,11050570,중곡3동
2205070,22050700,검단동
2205071,22050710,무태조야동
2205075,22050750,관문동
2205078,22050780,태전1동
2205074,22050740,태전2동
2205079,22050790,구암동
2205077,22050770,관음동
2205076,22050760,읍내동
2205082,22050820,동천동
2205083,22050830,국우동
1105058,11050580,중곡4동
2206051,22060510,범어1동
2206052,22060520,범어2동
2206053,22060530,범어3동
2206054,22060540,범어4동
2206055,22060550,만촌1동
2206056,22060560,만촌2동
2206057,22060570,만촌3동
2206058,22060580,수성1가동
1105059,11050590,능동
2206059,22060590,수성2·3가동
2206060,22060600,수성4가동
2206061,22060610,황금1동
2206062,22060620,황금2동
2206063,22060630,중동
2206064,22060640,상동
2206065,22060650,파동
2206066,22060660,두산동
2206067,22060670,지산1동
2206068,22060680,지산2동
1105060,11050600,구의1동
2206069,22060690,범물1동
2206070,22060700,범물2동
2206071,22060710,고산1동
2206072,22060720,고산2동
2206073,22060730,고산3동
2207075,22070750,성당동
2207076,22070760,"두류1,2동"
1105061,11050610,구의2동
2207055,22070550,두류3동
2207056,22070560,본리동
2207057,22070570,감삼동
2207058,22070580,죽전동
2207059,22070590,장기동
2207072,22070720,용산1동
2207073,22070730,용산2동
2207060,22070600,이곡1동
2207074,22070740,이곡2동
1105062,11050620,구의3동
2207061,22070610,신당동
2207062,22070770,월성1동
2207063,22070630,월성2동
2207064,22070780,진천동
2207065,22070650,상인1동
2207066,22070660,상인2동
2207067,22070670,상인3동
2207068,22070680,도원동
2207069,22070690,송현1동
2207070,22070700,송현2동
1105063,11050630,광장동
2207071,22070710,본동
2231011,22510110,화원읍
2231012,22510120,논공읍
2231013,22510130,다사읍
2231031,22510310,가창면
2231032,22510320,하빈면
2231015,22510150,옥포읍
2231016,22510160,현풍읍
