sourceCode,targetCode,mappingType,ratio,description
31060640,31060640,UNCHANGED,1.0,
31060650,31060650,UNCHANGED,1.0,
11080680,11080680,UNCHANGED,1.0,
31060660,31060660,UNCHANGED,1.0,
31060690,31060690,UNCHANGED,1.0,
31060680,31060680,UNCHANGED,1.0,
31070110,31070110,UNCHANGED,1.0,
31070120,31070120,UNCHANGED,1.0,
31070130,31070130,UNCHANGED,1.0,
31070310,31070310,UNCHANGED,1.0,
31070320,31070320,UNCHANGED,1.0,
11080840,11080840,UNCHANGED,1.0,
31070330,31070330,UNCHANGED,1.0,
31070340,31070340,UNCHANGED,1.0,
31070140,31070140,UNCHANGED,1.0,
31070370,31070370,UNCHANGED,1.0,
31070510,31070510,UNCHANGED,1.0,
31070520,31070520,UNCHANGED,1.0,
31070530,31070530,UNCHANGED,1.0,
31070550,31070550,UNCHANGED,1.0,
31070560,31070560,UNCHANGED,1.0,
31070570,31070570,UNCHANGED,1.0,
31070580,31070580,UNCHANGED,1.0,
31070590,31070590,UNCHANGED,1.0,
31070600,31070600,UNCHANGED,1.0,
31070610,31070610,UNCHANGED,1.0,
31070670,31070670,UNCHANGED,1.0,
31070650,31070650,UNCHANGED,1.0,
31070640,31070640,UNCHANGED,1.0,
31080510,31080510,UNCHANGED,1.0,
11080710,11080710,UNCHANGED,1.0,
31080520,31080520,UNCHANGED,1.0,
31080530,31080530,UNCHANGED,1.0,
31080550,31080550,UNCHANGED,1.0,
31080560,31080560,UNCHANGED,1.0,
31080610,31080610,UNCHANGED,1.0,
31080580,31080580,UNCHANGED,1.0,
31080600,31080600,UNCHANGED,1.0,
31091510,31091510,UNCHANGED,1.0,
31091740,31091740,UNCHANGED,1.0,
31091760,31091760,UNCHANGED,1.0,
31091780,31091780,UNCHANGED,1.0,
31091770,31091770,UNCHANGED,1.0,
31091540,31091540,UNCHANGED,1.0,
31091550,31091550,UNCHANGED,1.0,
31091560,31091560,UNCHANGED,1.0,
31091570,31091570,UNCHANGED,1.0,
31091580,31091580,UNCHANGED,1.0,
31091620,31091620,UNCHANGED,1.0,
31091710,31091710,UNCHANGED,1.0,
31091730,31091730,UNCHANGED,1.0,
31092590,31092590,UNCHANGED,1.0,
31092740,31092740,UNCHANGED,1.0,
31092730,31092730,UNCHANGED,1.0,
31092750,31092750,UNCHANGED,1.0,
31092760,31092760,UNCHANGED,1.0,
11080720,11080720,UNCHANGED,1.0,
31092770,31092770,UNCHANGED,1.0,
31092780,31092780,UNCHANGED,1.0,
31092660,31092660,UNCHANGED,1.0,
31092680,31092680,UNCHANGED,1.0,
31092690,31092690,UNCHANGED,1.0,
31092700,31092700,UNCHANGED,1.0,
31092720,31092720,UNCHANGED,1.0,
31101510,31101510,UNCHANGED,1.0,
31101520,31101520,UNCHANGED,1.0,
31101511,31101511,UNCHANGED,1.0,
31101540,31101540,UNCHANGED,1.0,
31101550,31101550,UNCHANGED,1.0,
31101560,31101560,UNCHANGED,1.0,
31101512,31101512,UNCHANGED,1.0,
31101580,31101580,UNCHANGED,1.0,
31101590,31101590,UNCHANGED,1.0,
31101600,31101600,UNCHANGED,1.0,
11080760,11080760,UNCHANGED,1.0,
31101610,31101610,UNCHANGED,1.0,
31101620,31101620,UNCHANGED,1.0,
31101630,31101630,UNCHANGED,1.0,
31101640,31101640,UNCHANGED,1.0,
31101650,31101650,UNCHANGED,1.0,
31101660,31101660,UNCHANGED,1.0,
31101514,31101514,UNCHANGED,1.0,
31101670,31101670,UNCHANGED,1.0,
31101680,31101680,UNCHANGED,1.0,
11080770,11080770,UNCHANGED,1.0,
31103510,31103510,UNCHANGED,1.0,
31103511,31103511,UNCHANGED,1.0,
31103530,31103530,UNCHANGED,1.0,
31103540,31103540,UNCHANGED,1.0,
31103550,31103550,UNCHANGED,1.0,
31103610,31103610,UNCHANGED,1.0,
31103560,31103560,UNCHANGED,1.0,
31103570,31103570,UNCHANGED,1.0,
31103580,31103580,UNCHANGED,1.0,
11080780,11080780,UNCHANGED,1.0,
31103590,31103590,UNCHANGED,1.0,
31103600,31103600,UNCHANGED,1.0,
31104510,31104510,UNCHANGED,1.0,
31104511,31104511,UNCHANGED,1.0,
31104520,31104520,UNCHANGED,1.0,
31104530,31104530,UNCHANGED,1.0,
31104550,31104550,UNCHANGED,1.0,
31104560,31104560,UNCHANGED,1.0,
11080850,11080850,UNCHANGED,1.0,
31104570,31104570,UNCHANGED,1.0,
31104580,31104580,UNCHANGED,1.0,
31104513,31104513,UNCHANGED,1.0,
31110510,31110510,UNCHANGED,1.0,
31110521,31110521,UNCHANGED,1.0,
31110530,31110530,UNCHANGED,1.0,
31110540,31110540,UNCHANGED,1.0,
31110550,31110550,UNCHANGED,1.0,
31110560,31110560,UNCHANGED,1.0,
31120510,31120510,UNCHANGED,1.0,
31120520,31120520,UNCHANGED,1.0,
31120530,31120530,UNCHANGED,1.0,
31120540,31120540,UNCHANGED,1.0,
31120550,31120550,UNCHANGED,1.0,
31120560,31120560,UNCHANGED,1.0,
31120570,31120570,UNCHANGED,1.0,
31120580,31120580,UNCHANGED,1.0,
31130110,31130110,UNCHANGED,1.0,
31130120,31130120,UNCHANGED,1.0,
31130111,31130111,UNCHANGED,1.0,
31130140,31130140,UNCHANGED,1.0,
31130150,31130150,UNCHANGED,1.0,
31130310,31130310,UNCHANGED,1.0,
31130160,31130160,UNCHANGED,1.0,
31130340,31130340,UNCHANGED,1.0,
31130350,31130350,UNCHANGED,1.0,
31130510,31130510,UNCHANGED,1.0,
31130520,31130520,UNCHANGED,1.0,
31130530,31130530,UNCHANGED,1.0,
31130540,31130540,UNCHANGED,1.0,
31130590,31130590,UNCHANGED,1.0,
31130580,31130580,UNCHANGED,1.0,
31130570,31130570,UNCHANGED,1.0,
11090690,11090690,UNCHANGED,1.0,
31140510,31140510,UNCHANGED,1.0,
31140520,31140581,REORGANIZED,1.0,대원동→대원1동
31140530,31140530,UNCHANGED,1.0,
31140540,31140571,REORGANIZED,1.0,신장동→신장1동
31140550,31140550,UNCHANGED,1.0,
31140560,31140560,UNCHANGED,1.0,
31150510,31150510,UNCHANGED,1.0,
31150520,31150520,UNCHANGED,1.0,
31150530,31150530,UNCHANGED,1.0,
31150540,31150540,UNCHANGED,1.0,
31150550,31150550,UNCHANGED,1.0,
31150560,31150560,UNCHANGED,1.0,
31150680,31150680,UNCHANGED,1.0,
31150690,31150690,UNCHANGED,1.0,
31150640,31150640,UNCHANGED,1.0,
31150650,31150650,UNCHANGED,1.0,
31150611,31150611,UNCHANGED,1.0,
11090700,11090700,UNCHANGED,1.0,
31150620,31150620,UNCHANGED,1.0,
31150720,31150720,UNCHANGED,1.0,
31150590,31150590,UNCHANGED,1.0,
31150700,31150700,UNCHANGED,1.0,
31150710,31150710,UNCHANGED,1.0,
31150670,31150670,UNCHANGED,1.0,
31160510,31160510,UNCHANGED,1.0,
31160520,31160520,UNCHANGED,1.0,
11010670,11010670,UNCHANGED,1.0,
11090710,11090710,UNCHANGED,1.0,
31160540,31160540,UNCHANGED,1.0,
31160550,31160550,UNCHANGED,1.0,
31160560,31160560,UNCHANGED,1.0,
31160570,31160570,UNCHANGED,1.0,
31160580,31160580,UNCHANGED,1.0,
31160590,31160590,UNCHANGED,1.0,
31160600,31160600,UNCHANGED,1.0,
31160610,31160610,UNCHANGED,1.0,
31160630,31160630,UNCHANGED,1.0,
31170510,31170510,UNCHANGED,1.0,
31170520,31170520,UNCHANGED,1.0,
31170530,31170530,UNCHANGED,1.0,
31170540,31170540,UNCHANGED,1.0,
31170550,31170550,UNCHANGED,1.0,
31170560,31170560,UNCHANGED,1.0,
31180510,31180510,UNCHANGED,1.0,
11090720,11090720,UNCHANGED,1.0,
31180520,31180520,UNCHANGED,1.0,
31180530,31180530,UNCHANGED,1.0,
31180540,31180540,UNCHANGED,1.0,
31180550,31180550,UNCHANGED,1.0,
31180560,31180560,UNCHANGED,1.0,
31180611,31180611,UNCHANGED,1.0,
31180620,31180620,UNCHANGED,1.0,
31180630,31180630,UNCHANGED,1.0,
31180660,31180660,UNCHANGED,1.0,
31180650,31180650,UNCHANGED,1.0,
31180590,31180590,UNCHANGED,1.0,
31180600,31180600,UNCHANGED,1.0,
31191110,31191110,UNCHANGED,1.0,
31191120,31191120,UNCHANGED,1.0,
31191140,31191140,UNCHANGED,1.0,
31191130,31191130,UNCHANGED,1.0,
31191340,31191340,UNCHANGED,1.0,
11090730,11090730,UNCHANGED,1.0,
31191350,31191350,UNCHANGED,1.0,
31191360,31191360,UNCHANGED,1.0,
31191510,31191510,UNCHANGED,1.0,
31191550,31191550,UNCHANGED,1.0,
31191530,31191530,UNCHANGED,1.0,
31191540,31191540,UNCHANGED,1.0,
31192610,31192610,UNCHANGED,1.0,
31192630,31192630,UNCHANGED,1.0,
11090600,11090600,UNCHANGED,1.0,
31192520,31192520,UNCHANGED,1.0,
31192650,31192650,UNCHANGED,1.0,
31192540,31192540,UNCHANGED,1.0,
31192550,31192550,UNCHANGED,1.0,
31192560,31192560,UNCHANGED,1.0,
31192570,31192570,UNCHANGED,1.0,
31192670,31192670,UNCHANGED,1.0,
31192600,31192600,UNCHANGED,1.0,
31192590,31192590,UNCHANGED,1.0,
11090610,11090610,UNCHANGED,1.0,
31193510,31193510,UNCHANGED,1.0,
31193520,31193520,UNCHANGED,1.0,
31193530,31193530,UNCHANGED,1.0,
31193600,31193600,UNCHANGED,1.0,
31193550,31193550,UNCHANGED,1.0,
31193560,31193560,UNCHANGED,1.0,
31193620,31193620,UNCHANGED,1.0,
31193580,31193580,UNCHANGED,1.0,
31193590,31193590,UNCHANGED,1.0,
11090620,11090620,UNCHANGED,1.0,
31200110,31200110,UNCHANGED,1.0,
31200120,31200120,UNCHANGED,1.0,
31200130,31200130,UNCHANGED,1.0,
31200511,31200511,UNCHANGED,1.0,
31200512,31200512,UNCHANGED,1.0,
31200570,31200570,UNCHANGED,1.0,
31200513,31200513,UNCHANGED,1.0,
31200150,31200150,UNCHANGED,1.0,
11090630,11090630,UNCHANGED,1.0,
31200390,31200390,UNCHANGED,1.0,
31200390,31200390,UNCHANGED,1.0,
31200390,31200390,UNCHANGED,1.0,
31200310,31200310,UNCHANGED,1.0,
31200320,31200320,UNCHANGED,1.0,
31200350,31200350,UNCHANGED,1.0,
31200360,31200360,UNCHANGED,1.0,
31200370,31200370,UNCHANGED,1.0,
31200390,31200390,UNCHANGED,1.0,
31200530,31200530,UNCHANGED,1.0,
11090640,11090640,UNCHANGED,1.0,
31200540,31200540,UNCHANGED,1.0,
31200520,31200520,UNCHANGED,1.0,
31210110,31210110,UNCHANGED,1.0,
31210120,31210120,UNCHANGED,1.0,
31210310,31210310,UNCHANGED,1.0,
31210320,31210320,UNCHANGED,1.0,
31210330,31210330,UNCHANGED,1.0,
31210340,31210340,UNCHANGED,1.0,
11010680,11010680,UNCHANGED,1.0,
11090650,11090650,UNCHANGED,1.0,
31210350,31210350,UNCHANGED,1.0,
31210360,31210360,UNCHANGED,1.0,
31210370,31210370,UNCHANGED,1.0,
31210380,31210380,UNCHANGED,1.0,
31210510,31210510,UNCHANGED,1.0,
31210540,31210540,UNCHANGED,1.0,
31210520,31210520,UNCHANGED,1.0,
31210530,31210530,UNCHANGED,1.0,
11090740,11090740,UNCHANGED,1.0,
31220110,31220110,UNCHANGED,1.0,
31220310,31220310,UNCHANGED,1.0,
31220320,31220320,UNCHANGED,1.0,
31220330,31220330,UNCHANGED,1.0,
31220340,31220340,UNCHANGED,1.0,
31220350,31220350,UNCHANGED,1.0,
31220360,31220360,UNCHANGED,1.0,
31220380,31220380,UNCHANGED,1.0,
31220390,31220390,UNCHANGED,1.0,
31220400,31220400,UNCHANGED,1.0,
11090750,11090750,UNCHANGED,1.0,
31220410,31220410,UNCHANGED,1.0,
31220420,31220420,UNCHANGED,1.0,
31220510,31220510,UNCHANGED,1.0,
31220520,31220520,UNCHANGED,1.0,
31220530,31220530,UNCHANGED,1.0,
31230110,31230110,UNCHANGED,1.0,
31230120,31230120,UNCHANGED,1.0,
31230130,31230130,UNCHANGED,1.0,
31230340,31230340,UNCHANGED,1.0,
31230350,31230350,UNCHANGED,1.0,
31230360,31230360,UNCHANGED,1.0,
31230610,31230610,UNCHANGED,1.0,
31230620,31230620,UNCHANGED,1.0,
31230600,31230600,UNCHANGED,1.0,
31230630,31230630,UNCHANGED,1.0,
31230560,31230560,UNCHANGED,1.0,
31230530,31230530,UNCHANGED,1.0,
31230540,31230540,UNCHANGED,1.0,
31240520,31240520,UNCHANGED,1.0,
31240530,31240530,UNCHANGED,1.0,
31240540,31240540,UNCHANGED,1.0,
31240550,31240550,UNCHANGED,1.0,
31240560,31240560,UNCHANGED,1.0,
31240570,31240570,UNCHANGED,1.0,
31240120,31240120,UNCHANGED,1.0,
31240130,31240130,UNCHANGED,1.0,
31240310,31240310,UNCHANGED,1.0,
31240330,31240330,UNCHANGED,1.0,
31240150,31240150,UNCHANGED,1.0,
31240350,31240350,UNCHANGED,1.0,
31240360,31240360,UNCHANGED,1.0,
31240370,31240370,UNCHANGED,1.0,
31240380,31240380,UNCHANGED,1.0,
31240390,31240390,UNCHANGED,1.0,
31240140,31240140,UNCHANGED,1.0,
31240420,31240420,UNCHANGED,1.0,
11100510,11100510,UNCHANGED,1.0,
31240430,31240430,UNCHANGED,1.0,
31240700,31240700,UNCHANGED,1.0,
31240610,31240610,UNCHANGED,1.0,
31240600,31240600,UNCHANGED,1.0,
31240620,31240620,UNCHANGED,1.0,
31240640,31240640,UNCHANGED,1.0,
31240650,31240650,UNCHANGED,1.0,
31240670,31240670,UNCHANGED,1.0,
11100520,11100520,UNCHANGED,1.0,
31250110,31250110,UNCHANGED,1.0,
31250120,31250120,UNCHANGED,1.0,
31250140,31250140,UNCHANGED,1.0,
31250340,31250340,UNCHANGED,1.0,
31250350,31250350,UNCHANGED,1.0,
31250360,31250360,UNCHANGED,1.0,
31250380,31250380,UNCHANGED,1.0,
31250540,31250540,UNCHANGED,1.0,
31250550,31250550,UNCHANGED,1.0,
31250580,31250580,UNCHANGED,1.0,
11100530,11100530,UNCHANGED,1.0,
31260110,31260110,UNCHANGED,1.0,
31260310,31260310,UNCHANGED,1.0,
31260320,31260320,UNCHANGED,1.0,
31260330,31260330,UNCHANGED,1.0,
31260340,31260340,UNCHANGED,1.0,
31260510,31260510,UNCHANGED,1.0,
31260520,31260520,UNCHANGED,1.0,
31260530,31260530,UNCHANGED,1.0,
11100540,11100540,UNCHANGED,1.0,
31260540,31260540,UNCHANGED,1.0,
31260550,31260550,UNCHANGED,1.0,
31260560,31260561,REORGANIZED,1.0,회천4동→옥정1동
31270110,31270110,UNCHANGED,1.0,
31270310,31270310,UNCHANGED,1.0,
31270320,31270320,UNCHANGED,1.0,
31270330,31270330,UNCHANGED,1.0,
31270340,31270340,UNCHANGED,1.0,
11010690,11010690,UNCHANGED,1.0,
11100550,11100550,UNCHANGED,1.0,
31270350,31270350,UNCHANGED,1.0,
31270360,31270360,UNCHANGED,1.0,
31270370,31270370,UNCHANGED,1.0,
31270380,31270380,UNCHANGED,1.0,
31270390,31270390,UNCHANGED,1.0,
31270400,31270400,UNCHANGED,1.0,
31270410,31270410,UNCHANGED,1.0,
31270510,31270510,UNCHANGED,1.0,
31270520,31270520,UNCHANGED,1.0,
11100560,11100560,UNCHANGED,1.0,
31280510,31280510,UNCHANGED,1.0,
31280520,31280520,UNCHANGED,1.0,
31280530,31280530,UNCHANGED,1.0,
31280310,31280310,UNCHANGED,1.0,
31280110,31280110,UNCHANGED,1.0,
31280390,31280390,UNCHANGED,1.0,
31280330,31280330,UNCHANGED,1.0,
31280340,31280340,UNCHANGED,1.0,
31280350,31280350,UNCHANGED,1.0,
11100570,11100570,UNCHANGED,1.0,
31280360,31280360,UNCHANGED,1.0,
31280370,31280370,UNCHANGED,1.0,
31280380,31280380,UNCHANGED,1.0,
31550110,31550110,UNCHANGED,1.0,
31550120,31550120,UNCHANGED,1.0,
31550310,31550310,UNCHANGED,1.0,
31550320,31550320,UNCHANGED,1.0,
31550330,31550330,UNCHANGED,1.0,
31550340,31550340,UNCHANGED,1.0,
31550350,31550350,UNCHANGED,1.0,
31550360,31550360,UNCHANGED,1.0,
31550370,31550370,UNCHANGED,1.0,
31550380,31550380,UNCHANGED,1.0,
31570110,31570110,UNCHANGED,1.0,
31570310,31570310,UNCHANGED,1.0,
31570320,31570320,UNCHANGED,1.0,
11100590,11100590,UNCHANGED,1.0,
31570330,31570330,UNCHANGED,1.0,
31570360,31570360,UNCHANGED,1.0,
31570350,31570350,UNCHANGED,1.0,
31580110,31580110,UNCHANGED,1.0,
31580310,31580310,UNCHANGED,1.0,
31580320,31580320,UNCHANGED,1.0,
31580330,31580330,UNCHANGED,1.0,
31580340,31580340,UNCHANGED,1.0,
11100600,11100600,UNCHANGED,1.0,
31580350,31580350,UNCHANGED,1.0,
31580360,31580360,UNCHANGED,1.0,
31580370,31580370,UNCHANGED,1.0,
31580380,31580380,UNCHANGED,1.0,
31580390,31580390,UNCHANGED,1.0,
31580400,31580400,UNCHANGED,1.0,
31580410,31580410,UNCHANGED,1.0,
11100610,11100610,UNCHANGED,1.0,
32010110,32010110,UNCHANGED,1.0,
32010310,32010310,UNCHANGED,1.0,
32010320,32010320,UNCHANGED,1.0,
32010330,32010330,UNCHANGED,1.0,
32010340,32010340,UNCHANGED,1.0,
32010350,32010350,UNCHANGED,1.0,
32010360,32010360,UNCHANGED,1.0,
32010370,32010370,UNCHANGED,1.0,
32010380,32010380,UNCHANGED,1.0,
11100620,11100620,UNCHANGED,1.0,
32010390,32010390,UNCHANGED,1.0,
32010520,32010520,UNCHANGED,1.0,
32010530,32010530,UNCHANGED,1.0,
32010540,32010540,UNCHANGED,1.0,
32010570,32010570,UNCHANGED,1.0,
32010580,32010580,UNCHANGED,1.0,
32010600,32010600,UNCHANGED,1.0,
32010610,32010610,UNCHANGED,1.0,
32010620,32010620,UNCHANGED,1.0,
32010630,32010630,UNCHANGED,1.0,
11100630,11100630,UNCHANGED,1.0,
32010640,32010640,UNCHANGED,1.0,
32010650,32010650,UNCHANGED,1.0,
32010660,32010660,UNCHANGED,1.0,
32010670,32010670,UNCHANGED,1.0,
32010680,32010680,UNCHANGED,1.0,
32010710,32010710,UNCHANGED,1.0,
32020110,32020110,UNCHANGED,1.0,
32020310,32020310,UNCHANGED,1.0,
11100640,11100640,UNCHANGED,1.0,
32020320,32020320,UNCHANGED,1.0,
32020330,32020330,UNCHANGED,1.0,
32020340,32020340,UNCHANGED,1.0,
32020350,32020350,UNCHANGED,1.0,
32020360,32020360,UNCHANGED,1.0,
32020370,32020370,UNCHANGED,1.0,
32020380,32020380,UNCHANGED,1.0,
32020510,32020510,UNCHANGED,1.0,
32020520,32020520,UNCHANGED,1.0,
32020530,32020530,UNCHANGED,1.0,
11010700,11010700,UNCHANGED,1.0,
11100650,11100650,UNCHANGED,1.0,
32020540,32020540,UNCHANGED,1.0,
32020550,32020550,UNCHANGED,1.0,
32020560,32020560,UNCHANGED,1.0,
32020570,32020570,UNCHANGED,1.0,
32020580,32020580,UNCHANGED,1.0,
32020600,32020600,UNCHANGED,1.0,
32020610,32020610,UNCHANGED,1.0,
32020620,32020620,UNCHANGED,1.0,
32020630,32020630,UNCHANGED,1.0,
32020640,32020640,UNCHANGED,1.0,
32020660,32020660,UNCHANGED,1.0,
32020670,32020670,UNCHANGED,1.0,
32020680,32020680,UNCHANGED,1.0,
32030110,32030110,UNCHANGED,1.0,
32030310,32030310,UNCHANGED,1.0,
32030320,32030320,UNCHANGED,1.0,
32030330,32030330,UNCHANGED,1.0,
32030340,32030340,UNCHANGED,1.0,
32030350,32030350,UNCHANGED,1.0,
32030360,32030360,UNCHANGED,1.0,
32030370,32030370,UNCHANGED,1.0,
32030510,32030510,UNCHANGED,1.0,
32030520,32030520,UNCHANGED,1.0,
32030540,32030540,UNCHANGED,1.0,
32030550,32030550,UNCHANGED,1.0,
32030560,32030560,UNCHANGED,1.0,
32030570,32030570,UNCHANGED,1.0,
32030580,32030580,UNCHANGED,1.0,
11110510,11110510,UNCHANGED,1.0,
32030590,32030590,UNCHANGED,1.0,
32030600,32030600,UNCHANGED,1.0,
32030610,32030610,UNCHANGED,1.0,
32030620,32030620,UNCHANGED,1.0,
32030650,32030650,UNCHANGED,1.0,
32030670,32030670,UNCHANGED,1.0,
32040510,32040510,UNCHANGED,1.0,
32040520,32040520,UNCHANGED,1.0,
11110520,11110520,UNCHANGED,1.0,
32040530,32040530,UNCHANGED,1.0,
32040540,32040540,UNCHANGED,1.0,
32040550,32040550,UNCHANGED,1.0,
32040570,32040570,UNCHANGED,1.0,
32040590,32040590,UNCHANGED,1.0,
32040600,32040600,UNCHANGED,1.0,
32040630,32040630,UNCHANGED,1.0,
32040650,32040650,UNCHANGED,1.0,
11110530,11110530,UNCHANGED,1.0,
32050510,32050510,UNCHANGED,1.0,
32050520,32050520,UNCHANGED,1.0,
32050530,32050530,UNCHANGED,1.0,
32050540,32050540,UNCHANGED,1.0,
32050550,32050550,UNCHANGED,1.0,
32050560,32050560,UNCHANGED,1.0,
32050580,32050580,UNCHANGED,1.0,
32050620,32050620,UNCHANGED,1.0,
32060510,32060510,UNCHANGED,1.0,
32060520,32060520,UNCHANGED,1.0,
32060540,32060540,UNCHANGED,1.0,
32060560,32060560,UNCHANGED,1.0,
32060570,32060570,UNCHANGED,1.0,
32060580,32060580,UNCHANGED,1.0,
32060590,32060590,UNCHANGED,1.0,
32060600,32060600,UNCHANGED,1.0,
11110790,11110790,UNCHANGED,1.0,
32070110,32070110,UNCHANGED,1.0,
32070120,32070120,UNCHANGED,1.0,
32070310,32070310,UNCHANGED,1.0,
32070320,32070320,UNCHANGED,1.0,
32070330,32070330,UNCHANGED,1.0,
32070340,32070340,UNCHANGED,1.0,
32070350,32070350,UNCHANGED,1.0,
32070360,32070360,UNCHANGED,1.0,
32070510,32070510,UNCHANGED,1.0,
32070520,32070520,UNCHANGED,1.0,
32070530,32070530,UNCHANGED,1.0,
32070540,32070540,UNCHANGED,1.0,
32510110,32510110,UNCHANGED,1.0,
32510310,32510310,UNCHANGED,1.0,
32510320,32510320,UNCHANGED,1.0,
32510330,32510330,UNCHANGED,1.0,
32510340,32510340,UNCHANGED,1.0,
32510400,32510400,UNCHANGED,1.0,
11110560,11110560,UNCHANGED,1.0,
32510360,32510360,UNCHANGED,1.0,
32510370,32510370,UNCHANGED,1.0,
32510380,32510380,UNCHANGED,1.0,
32510390,32510390,UNCHANGED,1.0,
32520110,32520110,UNCHANGED,1.0,
32520310,32520310,UNCHANGED,1.0,
32520320,32520320,UNCHANGED,1.0,
32520330,32520330,UNCHANGED,1.0,
11010710,11010710,UNCHANGED,1.0,
11110580,11110580,UNCHANGED,1.0,
32520340,32520340,UNCHANGED,1.0,
32520350,32520350,UNCHANGED,1.0,
32520360,32520360,UNCHANGED,1.0,
32520370,32520370,UNCHANGED,1.0,
32520380,32520380,UNCHANGED,1.0,
32530110,32530110,UNCHANGED,1.0,
32530120,32530120,UNCHANGED,1.0,
32530410,32530410,UNCHANGED,1.0,
11110590,11110590,UNCHANGED,1.0,
32530380,32530380,UNCHANGED,1.0,
32530330,32530330,UNCHANGED,1.0,
32530340,32530340,UNCHANGED,1.0,
32530390,32530390,UNCHANGED,1.0,
32530360,32530360,UNCHANGED,1.0,
32530400,32530400,UNCHANGED,1.0,
32540110,32540110,UNCHANGED,1.0,
32540310,32540310,UNCHANGED,1.0,
11110600,11110600,UNCHANGED,1.0,
32540320,32540320,UNCHANGED,1.0,
32540330,32540330,UNCHANGED,1.0,
32540340,32540340,UNCHANGED,1.0,
32540350,32540350,UNCHANGED,1.0,
32540360,32540360,UNCHANGED,1.0,
32540370,32540370,UNCHANGED,1.0,
32550110,32550110,UNCHANGED,1.0,
32550120,32550120,UNCHANGED,1.0,
11110610,11110610,UNCHANGED,1.0,
32550130,32550130,UNCHANGED,1.0,
32550140,32550140,UNCHANGED,1.0,
32550360,32550360,UNCHANGED,1.0,
32550320,32550320,UNCHANGED,1.0,
32550370,32550370,UNCHANGED,1.0,
32550340,32550340,UNCHANGED,1.0,
32550350,32550350,UNCHANGED,1.0,
32560110,32560110,UNCHANGED,1.0,
11110780,11110780,UNCHANGED,1.0,
32560120,32560120,UNCHANGED,1.0,
32560130,32560130,UNCHANGED,1.0,
32560140,32560140,UNCHANGED,1.0,
32560210,32560210,UNCHANGED,1.0,
32560260,32560260,UNCHANGED,1.0,
32560270,32560270,UNCHANGED,1.0,
32560280,32560280,UNCHANGED,1.0,
32560290,32560290,UNCHANGED,1.0,
32560310,32560310,UNCHANGED,1.0,
32560320,32560320,UNCHANGED,1.0,
32570110,32570110,UNCHANGED,1.0,
32570310,32570310,UNCHANGED,1.0,
32570320,32570320,UNCHANGED,1.0,
32570330,32570330,UNCHANGED,1.0,
32570340,32570340,UNCHANGED,1.0,
32580110,32580110,UNCHANGED,1.0,
11110640,11110640,UNCHANGED,1.0,
32580350,32580350,UNCHANGED,1.0,
32580320,32580320,UNCHANGED,1.0,
32580330,32580330,UNCHANGED,1.0,
32580340,32580340,UNCHANGED,1.0,
32590110,32590110,UNCHANGED,1.0,
32590310,32590310,UNCHANGED,1.0,
32590320,32590320,UNCHANGED,1.0,
32590330,32590330,UNCHANGED,1.0,
11110650,11110650,UNCHANGED,1.0,
32590340,32590340,UNCHANGED,1.0,
32590350,32590350,UNCHANGED,1.0,
32600110,32600110,UNCHANGED,1.0,
32600120,32600120,UNCHANGED,1.0,
32600260,32600260,UNCHANGED,1.0,
32600310,32600310,UNCHANGED,1.0,
32600320,32600320,UNCHANGED,1.0,
32600330,32600330,UNCHANGED,1.0,
11110660,11110660,UNCHANGED,1.0,
32610110,32610110,UNCHANGED,1.0,
32610310,32610310,UNCHANGED,1.0,
32610320,32610320,UNCHANGED,1.0,
32610330,32610330,UNCHANGED,1.0,
32610340,32610340,UNCHANGED,1.0,
32610350,32610350,UNCHANGED,1.0,
11110760,11110760,UNCHANGED,1.0,
33041510,33041510,UNCHANGED,1.0,
33041520,33041520,UNCHANGED,1.0,
33041530,33041530,UNCHANGED,1.0,
33041540,33041540,UNCHANGED,1.0,
33041550,33041550,UNCHANGED,1.0,
33041560,33041560,UNCHANGED,1.0,
33041570,33041570,UNCHANGED,1.0,
33041580,33041580,UNCHANGED,1.0,
33041310,33041310,UNCHANGED,1.0,
33041320,33041320,UNCHANGED,1.0,
33041330,33041330,UNCHANGED,1.0,
33041340,33041340,UNCHANGED,1.0,
11110690,11110690,UNCHANGED,1.0,
33041350,33041350,UNCHANGED,1.0,
33042510,33042510,UNCHANGED,1.0,
33042520,33042520,UNCHANGED,1.0,
33042530,33042530,UNCHANGED,1.0,
33042540,33042540,UNCHANGED,1.0,
33042310,33042310,UNCHANGED,1.0,
33042320,33042320,UNCHANGED,1.0,
11110770,11110770,UNCHANGED,1.0,
33043510,33043510,UNCHANGED,1.0,
33042550,33042550,UNCHANGED,1.0,
33042560,33042560,UNCHANGED,1.0,
33042570,33042570,UNCHANGED,1.0,
33042580,33042580,UNCHANGED,1.0,
33042590,33042590,UNCHANGED,1.0,
33043520,33043520,UNCHANGED,1.0,
33043530,33043530,UNCHANGED,1.0,
33043540,33043540,UNCHANGED,1.0,
33043550,33043550,UNCHANGED,1.0,
33043560,33043560,UNCHANGED,1.0,
33043570,33043570,UNCHANGED,1.0,
33043580,33043580,UNCHANGED,1.0,
33043110,33043110,UNCHANGED,1.0,
33043310,33043310,UNCHANGED,1.0,
11110720,11110720,UNCHANGED,1.0,
33043320,33043320,UNCHANGED,1.0,
33044510,33044510,UNCHANGED,1.0,
33044520,33044520,UNCHANGED,1.0,
33044530,33044530,UNCHANGED,1.0,
